"","ResponseId","co1","co2","co3an","co3bn","co3abn","co4","co5","co6","co7_1","co7_2","co7_3","co8","bs1","bs2","bs3","traust1","traust2","traust3_1","traust3_2","traust3_3","traust3_4","traust3_5","traust3_6","traust3_7","traust3_8","traust3_9","traust4","traust5","heilsa1","heilsa2","heilsa3","heilsa4","heilsa5","heilsa6","heilsa7","br1","br2","br3","br4","br5_1","br5_2","br5_3","br5_4","af1_1","af1_2","af1_3","af1_4","af1_5","af1_6","af1_7","af1_8","af1_9","af2_1","af2_2","af2_3","af2_4","af2_5","af2_6","vh","kyn","aldur4","aldur6","aldur7","buseta","buseta4","menntun3","menntun4","menntun5","stada4","stada","atvinna4","atvinna","hjuskapur4","born","einstaklingstekjur5","einstaklingstekjur6","heimilistekjur5","heimilistekjur6","kos6","Vigt"
"794","R_1H0HVTGHupAA3a9        ","Ekki miklar","Já, hvað?","1-2 einstaklinga","3-10 manns","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, líklega","Já, líklega","Já, líklega","Mjög ánægð(ur)","Frekar ánægð(ur)","Frekar vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Hvorki vel né illa","Frekar vel","Frekar vel","Frekar illa","Já, 1-2 sinnum í viku","Já, 1-2 sinnum í viku","Góða","Já","Góða","Nei",NA,"Já","Svipuð og vanalega","Frekar lítil",NA,NA,NA,"Frekar sammála","Frekar sammála","Mjög ósammála","Hvorki sammála né ósammála","Hvorki miklar né litlar","Mjög litlar eða engar","Frekar litlar","Mjög litlar eða engar","Frekar litlar","Hvorki miklar né litlar","Frekar miklar","Frekar litlar","Frekar litlar","Hvorki sammála né ósammála","Frekar ósammála","Frekar ósammála","Hvorki sammála né ósammála","Frekar ósammála","Hvorki sammála né ósammála","7","Kona","60 ára og eldri","66 ára eða eldri","76 ára og eldri","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","Hærri en 900 þús. kr.","901-1100 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.","Sjálfstæðisflokkinn",0.428546456993849
"795","R_2729JCDDAdMllQE        ","Frekar eða mjög miklar","Nei","3-10 manns","3-10 manns","Fleiri en 10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti",NA,"Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Hvorki né","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Hvorki vel né illa","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Öðru hvoru","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Meiri en vanalega","Mjög mikil","Já, vinnutími var skorinn niður án þess að hlutabótaleið komi á móti","Um það bil jafn mikið","Mjög lítil eða engin","Mjög sammála","Mjög ósammála","Frekar ósammála","Mjög sammála","Frekar miklar","Frekar miklar","Mjög miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","7","Kona","60 ára og eldri","66 ára eða eldri","76 ára og eldri","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","901-1300 þús. kr.","901-1100 þús. kr.",NA,0.428546456993849
"796","R_2VOqMVPTRwUSY7y        ","Frekar eða mjög miklar","Já, hvað?","Enga","3-10 manns","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Hvorki vel né illa","Frekar vel","Frekar vel","Já, 1-2 sinnum í viku","Já, 1-2 sinnum í viku","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Minni en vanalega","Frekar mikil","Já, vinnutími var skorinn niður án þess að hlutabótaleið komi á móti","Miklu minna",NA,"Mjög sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Mjög sammála","Mjög miklar","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Frekar miklar","Frekar miklar","Mjög miklar","Hvorki miklar né litlar","Frekar miklar","Frekar sammála","Frekar ósammála","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","8","Kona","60 ára og eldri","66 ára eða eldri","76 ára og eldri","Landsbyggð","Landsbyggðin","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Sjálfstætt starfandi/atvinnurekandi","Sjálfstætt starfandi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","901-1300 þús. kr.","1101-1500 þús. kr.","Sjálfstæðisflokkinn",0.428546456993849
"797","R_11cOBPuxbMmTk6M        ","Frekar eða mjög miklar","Já, hvað?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","601-900 þús. kr.","601-900 þús. kr.",NA,0.426465877906835
"798","R_1CfnxbkmEBKUxw8        ","Frekar eða mjög miklar","Já, hvað?","Fleiri en 10 manns","3-10 manns","Fleiri en 10 manns","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Hvorki vel né illa","Mjög vel","Hvorki vel né illa","Frekar illa","Já, 1-2 sinnum í viku","Já, 1-2 sinnum í viku","Góða","Já","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Meira",NA,"Frekar sammála","Hvorki sammála né ósammála","Frekar ósammála","Frekar ósammála","Frekar miklar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Frekar litlar","Frekar litlar","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","4","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu",NA,NA,NA,NA,"Samfylkinguna",0.426465877906835
"799","R_1GxXLqMxWtZMaAP        ","Ekki miklar","Já, hvað?","3-10 manns","3-10 manns","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Mjög miklu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Frekar illa","Mjög vel","Frekar vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil","Nei","Um það bil jafn mikið",NA,"Frekar sammála","Mjög ósammála","Mjög ósammála","Hvorki sammála né ósammála","Mjög miklar","Mjög litlar eða engar","Frekar miklar","Frekar miklar","Mjög miklar","Frekar miklar","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","8","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Sjálfstætt starfandi/atvinnurekandi","Sjálfstætt starfandi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Tæknar og sérmenntað starfsfólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","601-900 þús. kr.","601-900 þús. kr.","Sjálfstæðisflokkinn",0.426465877906835
"800","R_1IKmkZpnkfmi8jd        ","Ekki miklar","Nei","Enga","Enga","Enga","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Hvorki né","Já, líklega","Já, líklega","Hvorki ánægð(ur) né óánægð(ur)","Hvorki ánægð(ur) né óánægð(ur)","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Hvorki vel né illa","Frekar vel","Frekar vel","Já, 1-2 sinnum í viku","Öðru hvoru","Sæmilega","Nei","Sæmilega","Já","Svipað og vanalega","Já","Minni en vanalega","Hvorki mikil né lítil","Nei","Um það bil jafn mikið",NA,"Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar miklar","Mjög litlar eða engar","Frekar miklar","Mjög litlar eða engar","Frekar litlar","Hvorki miklar né litlar","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","7","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Skilin(n) eða ekkill/ekkja","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","401-600 þús. kr.","401-600 þús. kr.","Miðflokkinn",0.426465877906835
"801","R_1jAI0j0rcRs6QHp        ","Frekar eða mjög miklar","Já, hvað?","3-10 manns","3-10 manns","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Mjög miklu leyti","Öllu eða mjög miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Já, 1-2 sinnum í viku","Öðru hvoru","Góða","Já","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil",NA,NA,NA,"Frekar sammála",NA,NA,"Hvorki sammála né ósammála","Frekar litlar","Mjög litlar eða engar","Mjög litlar eða engar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Mjög miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Frekar sammála","2","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Önnur staða á vinnumarkaði","Í fæðingarorlofi/foreldraorlofi",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","601-900 þús. kr.","601-900 þús. kr.",NA,0.426465877906835
"802","R_1OP5PlxTnhc7ehw        ","Frekar eða mjög miklar","Já, hvað?","3-10 manns","3-10 manns","3-10 manns","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Frekar vel","Frekar vel","Frekar illa","Já, 1-2 sinnum í viku","Já, 1-2 sinnum í viku","Mjög góða","Nei","Góða","Nei",NA,"Já","Meiri en vanalega","Frekar mikil","Nei","Um það bil jafn mikið",NA,"Hvorki sammála né ósammála","Hvorki sammála né ósammála","Mjög ósammála","Frekar sammála","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar ósammála","Frekar ósammála","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Mjög ósammála","2","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","601-900 þús. kr.","601-900 þús. kr.","Pírata",0.426465877906835
"803","R_22tXrKK3QkI4QxI        ","Ekki miklar","Nei","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti",NA,"Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust",NA,"Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Frekar illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Mjög góða","Já","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar lítil",NA,NA,NA,"Mjög ósammála","Mjög ósammála","Mjög ósammála","Frekar sammála","Frekar litlar","Mjög litlar eða engar","Frekar litlar","Hvorki miklar né litlar","Frekar litlar","Frekar miklar","Frekar miklar","Mjög litlar eða engar","Hvorki miklar né litlar","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar ósammála","Frekar ósammála","Hvorki sammála né ósammála","7","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu",NA,NA,NA,NA,"Vinstrihreyfinguna - grænt framboð",0.426465877906835
"804","R_24OGsEHZZmxeaAy        ","Ekki miklar","Nei","3-10 manns","1-2 einstaklinga","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Já, í sjálfskipaðri sóttkví","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Frekar ánægð(ur)","Frekar ánægð(ur)","Frekar vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Já, 3 sinnum í viku eða oftar","Öðru hvoru","Góða","Já","Mjög góða","Nei",NA,"Já","Minni en vanalega","Frekar lítil",NA,NA,NA,"Mjög ósammála","Frekar ósammála","Frekar ósammála","Mjög sammála","Frekar litlar","Frekar litlar","Frekar litlar","Hvorki miklar né litlar","Mjög litlar eða engar","Frekar litlar","Hvorki miklar né litlar","Frekar litlar","Frekar litlar","Frekar ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","4","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","401-600 þús. kr.","401-600 þús. kr.","Samfylkinguna",0.426465877906835
"805","R_2tgLFKmmryJpN0c        ","Ekki miklar","Nei","1-2 einstaklinga","Enga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Hvorki vel né illa","Mjög vel","Frekar vel","Hvorki vel né illa","Já, 1-2 sinnum í viku","Já, 3 sinnum í viku eða oftar","Mjög góða","Já","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar lítil","Nei","Um það bil jafn mikið",NA,"Frekar ósammála","Mjög ósammála","Mjög ósammála","Frekar sammála","Frekar litlar","Mjög litlar eða engar","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Frekar litlar","Frekar litlar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög ósammála","Mjög ósammála","Frekar ósammála","Frekar ósammála","Frekar ósammála","Mjög ósammála","3","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","901-1300 þús. kr.","901-1100 þús. kr.",NA,0.426465877906835
"806","R_2V9n8dIa9waMWpH        ","Ekki miklar","Nei","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, líklega","Já, tvímælalaust","Já, líklega","Frekar ánægð(ur)","Frekar ánægð(ur)","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Hvorki vel né illa","Frekar vel","Hvorki vel né illa","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Öðru hvoru","Góða","Nei","Góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil",NA,NA,NA,"Frekar ósammála","Mjög ósammála","Mjög ósammála","Mjög ósammála","Hvorki miklar né litlar",NA,"Hvorki miklar né litlar","Mjög miklar","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar miklar","Hvorki sammála né ósammála","Frekar ósammála","Frekar ósammála","Frekar sammála","Hvorki sammála né ósammála","Frekar ósammála","6","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Framhaldsnám í háskóla","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","601-900 þús. kr.","601-900 þús. kr.","Sjálfstæðisflokkinn",0.426465877906835
"807","R_2WTFERMO50vzNQT        ","Frekar eða mjög miklar","Nei","3-10 manns","Enga","3-10 manns","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Frekar vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Mjög góða","Já","Mjög góða","Nei",NA,"Já","Minni en vanalega","Frekar mikil","Nei","Um það bil jafn mikið","Mjög lítil eða engin","Mjög sammála","Mjög ósammála","Mjög ósammála","Mjög sammála","Frekar miklar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar miklar","Frekar miklar","Frekar miklar","Mjög miklar","Hvorki miklar né litlar","Frekar miklar","Mjög sammála","Frekar sammála","Frekar sammála","Mjög sammála","Frekar sammála","Hvorki sammála né ósammála","2","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Sjálfstætt starfandi/atvinnurekandi","Sjálfstætt starfandi","Stjórnendur og sérfræðingar","Sérfræðingar með háskólapróf","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","901-1300 þús. kr.","901-1100 þús. kr.","Samfylkinguna",0.426465877906835
