"","gender","age","elecdist","polintr","pltrust","govprfmBB","prtfvote16"
"1840","Karl",27,6,"Mikinn áhuga","Sumum","Mjög vel","Sjálfstæðisflokkurinn"
"1841","Karl",20,6,"Nokkurn áhuga","Sumum",NA,"Sjálfstæðisflokkurinn"
"1842","Kona",45,5,"Mikinn áhuga",NA,"Frekar vel",NA
"1843","Karl",51,2,"Nokkurn áhuga","Sumum","Mjög illa","Píratar"
"1844","Karl",70,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1845","Karl",21,2,"Mikinn áhuga"," Mörgum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1846","Karl",74,4,"Nokkurn áhuga","Fáum","Frekar illa",NA
"1847","Karl",88,4,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1848","Karl",46,6,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1849","Karl",43,4,"Nokkurn áhuga",NA,"Frekar vel","Samfylkingin"
"1850","Karl",46,5,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1851","Karl",37,5,"Mikinn áhuga","Sumum","Frekar vel","Viðreisn"
"1852","Karl",92,4,"Nokkurn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1853","Karl",39,5,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1854","Karl",55,4,"Mjög mikinn áhuga",NA,"Mjög illa","Björt framtíð"
"1855","Karl",58,1,"Nokkurn áhuga","Sumum","Frekar illa","Framsóknarflokkurinn"
"1856","Karl",51,5,"Nokkurn áhuga",NA,"Mjög illa","Samfylkingin"
"1857","Karl",69,5,"Nokkurn áhuga",NA,"Mjög illa","Sjálfstæðisflokkurinn"
"1858","Kona",49,5,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1859","Karl",48,6,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1860","Karl",34,7,"Mikinn áhuga","Fáum","Frekar vel","Píratar"
"1861","Karl",41,2,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1862","Karl",19,1,"Mjög mikinn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1863","Karl",77,5,"Lítinn áhuga",NA,"Frekar illa",NA
"1864","Karl",75,6,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1865","Karl",52,4,"Mjög mikinn áhuga","Fáum","Mjög illa",NA
"1866","Kona",53,1,"Mikinn áhuga"," Mörgum","Frekar vel","Viðreisn"
"1867","Karl",60,6,"Mikinn áhuga","Sumum","Frekar illa",NA
"1868","Karl",69,7,"Nokkurn áhuga","Sumum","Frekar vel","Viðreisn"
"1869","Karl",35,7,"Mikinn áhuga","Sumum","Frekar illa","Alþýðufylkingin"
"1870","Kona",60,7,"Mjög mikinn áhuga","Fáum","Frekar vel","Viðreisn"
"1871","Karl",54,6,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1872","Karl",19,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1873","Karl",51,7,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1874","Karl",57,5,"Lítinn áhuga",NA,"Frekar vel","Viðreisn"
"1875","Karl",31,4,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1876","Kona",34,7,"Mjög mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1877","Karl",60,5,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1878","Kona",35,7,"Nokkurn áhuga",NA,"Frekar illa","Björt framtíð"
"1879","Karl",40,4,"Nokkurn áhuga","Sumum","Frekar vel","Píratar"
"1880","Karl",23,4,"Mjög mikinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1881","Karl",67,6,"Mikinn áhuga","Sumum","Mjög vel","Sjálfstæðisflokkurinn"
"1882","Karl",61,1,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1883","Karl",35,6,"Nokkurn áhuga"," Mörgum","Frekar vel","Viðreisn"
"1884","Karl",28,1,"Engan áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1885","Karl",37,5,"Nokkurn áhuga","Sumum",NA,"Viðreisn"
"1886","Karl",58,5,"Nokkurn áhuga","Yfirleitt","Frekar vel","Samfylkingin"
"1887","Kona",87,6,NA,NA,NA,"Kaus ekki"
"1888","Karl",69,6,"Nokkurn áhuga",NA,"Frekar vel",NA
"1889","Kona",85,4,"Nokkurn áhuga","Sumum","Frekar vel","Kaus ekki"
"1890","Karl",46,4,"Mikinn áhuga",NA,"Mjög illa","Framsóknarflokkurinn"
"1891","Kona",51,7,"Mikinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1892","Karl",37,2,"Mjög mikinn áhuga",NA,"Mjög illa","Framsóknarflokkurinn"
"1893","Karl",70,5,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1894","Karl",28,2,"Nokkurn áhuga","Sumum",NA,"Viðreisn"
"1895","Karl",47,6,"Nokkurn áhuga","Engum","Frekar vel","Viðreisn"
"1896","Kona",64,7,"Mjög mikinn áhuga","Sumum",NA,"Sjálfstæðisflokkurinn"
"1897","Karl",46,5,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1898","Kona",55,5,"Nokkurn áhuga","Sumum","Frekar vel",NA
"1899","Karl",61,4,"Lítinn áhuga","Fáum","Frekar vel",NA
"1900","Karl",56,1,"Nokkurn áhuga","Fáum","Frekar vel","Framsóknarflokkurinn"
"1901","Karl",31,7,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1902","Karl",42,1,"Nokkurn áhuga","Sumum","Mjög illa","Sjálfstæðisflokkurinn"
"1903","Kona",31,5,"Mjög mikinn áhuga","Sumum","Mjög vel","Sjálfstæðisflokkurinn"
"1904","Karl",67,5,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1905","Karl",40,6,"Mikinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1906","Karl",54,6,"Mikinn áhuga"," Mörgum","Frekar vel","Samfylkingin"
"1907","Karl",55,5,NA,"Engum","Mjög illa","Kaus ekki"
"1908","Karl",55,1,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1909","Karl",68,5,"Lítinn áhuga","Sumum","Frekar vel","Björt framtíð"
"1910","Karl",28,5,"Nokkurn áhuga","Sumum",NA,"Framsóknarflokkurinn"
"1911","Kona",46,4,"Nokkurn áhuga"," Mörgum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1912","Karl",55,4,"Lítinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1913","Kona",60,1,"Nokkurn áhuga","Sumum","Frekar vel","Samfylkingin"
"1914","Karl",39,7,"Mjög mikinn áhuga",NA,"Mjög vel",NA
"1915","Kona",60,6,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1916","Karl",64,4,"Mjög mikinn áhuga","Engum","Mjög illa","Framsóknarflokkurinn"
"1917","Karl",38,7,"Nokkurn áhuga",NA,"Mjög vel","Kaus ekki"
"1918","Karl",66,1,"Nokkurn áhuga","Fáum","Frekar vel","Flokkur fólksins"
"1919","Kona",55,6,"Nokkurn áhuga","Fáum",NA,"Sjálfstæðisflokkurinn"
"1920","Karl",24,1,"Nokkurn áhuga",NA,"Frekar vel","Kaus ekki"
"1921","Kona",45,5,"Mikinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1922","Karl",62,2,"Mjög mikinn áhuga","Yfirleitt","Frekar vel","Framsóknarflokkurinn"
"1923","Karl",39,7,"Mjög mikinn áhuga",NA,"Frekar vel","Viðreisn"
"1924","Karl",89,7,"Mikinn áhuga"," Mörgum",NA,"Sjálfstæðisflokkurinn"
"1925","Karl",45,1,"Mjög mikinn áhuga","Yfirleitt","Frekar illa","Framsóknarflokkurinn"
"1926","Karl",65,1,"Nokkurn áhuga",NA,"Frekar vel",NA
"1927","Karl",32,5,"Mikinn áhuga",NA,"Frekar illa","Viðreisn"
"1928","Kona",76,1,"Mikinn áhuga",NA,"Mjög illa","Framsóknarflokkurinn"
"1929","Kona",89,7,"Nokkurn áhuga","Fáum","Mjög illa","Samfylkingin"
"1930","Karl",36,7,"Nokkurn áhuga",NA,"Frekar vel","Píratar"
"1931","Karl",70,7,"Nokkurn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1932","Kona",57,5,"Mikinn áhuga"," Mörgum","Mjög vel",NA
"1933","Kona",77,1,"Lítinn áhuga",NA,"Frekar illa",NA
"1934","Kona",83,5,"Lítinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1935","Karl",53,4,"Lítinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1936","Karl",38,2,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1937","Karl",74,5,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1938","Kona",24,4,"Nokkurn áhuga",NA,"Frekar vel","Björt framtíð"
"1939","Karl",38,1,"Mikinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1940","Karl",46,5,"Mjög mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1941","Karl",39,4,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1942","Karl",41,1,"Nokkurn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1943","Karl",50,5,"Lítinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1944","Karl",85,7,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1945","Karl",67,2,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1946","Karl",62,7,"Nokkurn áhuga","Engum","Frekar vel","Sjálfstæðisflokkurinn"
"1947","Karl",51,5,"Mjög mikinn áhuga",NA,NA,"Sjálfstæðisflokkurinn"
"1948","Kona",87,6,NA,NA,NA,NA
"1949","Karl",38,5,"Nokkurn áhuga",NA,"Frekar vel",NA
"1950","Karl",66,4,"Mikinn áhuga","Sumum","Mjög illa","Flokkur fólksins"
"1951","Karl",41,1,"Nokkurn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1952","Karl",62,5,"Mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1953","Karl",51,7,"Lítinn áhuga",NA,"Frekar illa",NA
"1954","Karl",48,5,"Lítinn áhuga","Engum","Frekar illa","Framsóknarflokkurinn"
"1955","Kona",69,4,"Mikinn áhuga"," Mörgum","Frekar vel","Björt framtíð"
"1956","Kona",74,4,"Nokkurn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1957","Karl",29,2,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1958","Karl",34,5,"Nokkurn áhuga","Sumum","Mjög illa","Flokkur fólksins"
"1959","Karl",22,5,"Nokkurn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1960","Karl",67,2,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1961","Karl",61,4,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1962","Karl",80,7,"Mjög mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1963","Karl",38,5,"Nokkurn áhuga",NA,"Frekar vel","Kaus ekki"
"1964","Karl",59,1,"Mikinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1965","Karl",56,4,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1966","Karl",51,4,"Nokkurn áhuga"," Mörgum","Frekar illa","Sjálfstæðisflokkurinn"
"1967","Kona",71,1,"Nokkurn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1968","Karl",29,6,"Mikinn áhuga",NA,"Frekar illa","Kaus ekki"
"1969","Kona",61,6,"Nokkurn áhuga"," Mörgum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1970","Kona",65,7,"Nokkurn áhuga","Sumum","Frekar vel","Björt framtíð"
"1971","Karl",42,6,"Mjög mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1972","Karl",56,4,"Mikinn áhuga"," Mörgum","Mjög illa","Framsóknarflokkurinn"
"1973","Kona",64,6,"Mikinn áhuga"," Mörgum","Mjög vel","Viðreisn"
"1974","Karl",62,5,"Nokkurn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"1975","Karl",63,7,"Nokkurn áhuga"," Mörgum","Mjög vel","Viðreisn"
"1976","Karl",47,5,"Mjög mikinn áhuga",NA,"Mjög vel","Viðreisn"
"1977","Karl",73,6,"Mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1978","Karl",35,6,"Mjög mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1979","Karl",44,6,"Nokkurn áhuga",NA,NA,"Framsóknarflokkurinn"
"1980","Karl",59,4,"Lítinn áhuga","Sumum","Frekar vel","Björt framtíð"
"1981","Karl",41,6,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1982","Karl",55,5,"Mjög mikinn áhuga",NA,"Frekar illa","Viðreisn"
"1983","Karl",59,7,"Mikinn áhuga","Yfirleitt","Frekar illa","Framsóknarflokkurinn"
"1984","Karl",63,5,"Mikinn áhuga","Yfirleitt","Frekar illa",NA
"1985","Karl",67,6,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1986","Kona",38,4,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1987","Kona",39,2,"Lítinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1988","Karl",26,1,"Mikinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1989","Karl",50,7,"Mikinn áhuga","Sumum","Frekar illa","Björt framtíð"
"1990","Kona",54,1,"Nokkurn áhuga"," Mörgum","Mjög vel","Sjálfstæðisflokkurinn"
"1991","Karl",52,7,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1992","Karl",76,4,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1993","Karl",74,2,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1994","Karl",53,5,"Mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1995","Karl",37,2,"Mjög mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1996","Karl",28,7,"Lítinn áhuga","Fáum","Frekar illa","Píratar"
"1997","Karl",37,1,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1998","Karl",38,1,"Nokkurn áhuga","Sumum","Frekar vel",NA
"1999","Karl",38,5,"Nokkurn áhuga"," Mörgum","Mjög vel","Sjálfstæðisflokkurinn"
"2000","Karl",60,7,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2001","Kona",62,4,"Mjög mikinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"2002","Karl",34,6,"Mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"2003","Karl",64,5,"Mikinn áhuga",NA,"Mjög vel","Viðreisn"
"2004","Kona",54,5,"Nokkurn áhuga",NA,"Frekar vel","Björt framtíð"
"2005","Karl",70,5,"Mikinn áhuga",NA,"Frekar illa",NA
"2006","Karl",27,5,"Mikinn áhuga"," Mörgum","Frekar vel","Viðreisn"
"2007","Karl",53,7,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2008","Kona",35,7,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2009","Karl",48,6,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2010","Kona",70,2,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"2011","Karl",28,1,"Nokkurn áhuga","Yfirleitt","Mjög illa","Framsóknarflokkurinn"
"2012","Karl",63,6,"Nokkurn áhuga","Yfirleitt","Frekar illa","Samfylkingin"
"2013","Karl",49,5,"Mikinn áhuga","Sumum","Mjög illa","Framsóknarflokkurinn"
"2014","Karl",54,7,"Mikinn áhuga",NA,"Frekar vel",NA
"2015","Karl",46,2,"Mjög mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2016","Karl",63,5,"Mikinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"2017","Kona",45,5,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"2018","Kona",36,6,"Lítinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"2019","Karl",48,6,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"2020","Kona",63,5,"Lítinn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"2021","Karl",71,2,"Mikinn áhuga","Fáum",NA,"Sjálfstæðisflokkurinn"
"2022","Karl",58,1,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"2023","Karl",36,6,"Mikinn áhuga","Sumum",NA,"Viðreisn"
"2024","Karl",39,5,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"2025","Karl",82,7,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2026","Karl",80,5,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"2027","Karl",39,5,"Mikinn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"2028","Karl",62,7,"Nokkurn áhuga",NA,"Mjög vel","Samfylkingin"
"2029","Karl",80,4,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"2030","Karl",58,6,"Mikinn áhuga",NA,"Frekar illa","Samfylkingin"
"2031","Kona",51,1,"Nokkurn áhuga",NA,"Frekar vel",NA
"2032","Karl",61,7,"Mikinn áhuga","Yfirleitt","Frekar illa",NA
"2033","Karl",52,5,"Mikinn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"2034","Karl",54,2,"Mjög mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"2035","Karl",20,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2036","Karl",35,6,"Mikinn áhuga","Sumum","Frekar vel","Viðreisn"
"2037","Karl",67,4,"Mikinn áhuga","Fáum","Mjög illa","Sjálfstæðisflokkurinn"
"2038","Karl",40,7,"Mikinn áhuga",NA,"Frekar illa","Viðreisn"
"2039","Karl",44,2,"Mjög mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2040","Kona",61,6,"Nokkurn áhuga",NA,"Frekar illa","Píratar"
"2041","Karl",78,4,"Nokkurn áhuga","Fáum","Frekar illa","Vinstrihreyfingin grænt framboð"
"2042","Kona",49,2,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2043","Karl",61,5,"Mikinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"2044","Karl",36,5,"Mikinn áhuga"," Mörgum","Frekar illa","Framsóknarflokkurinn"
"2045","Kona",53,1,"Nokkurn áhuga"," Mörgum","Frekar vel",NA
"2046","Karl",38,6,"Nokkurn áhuga",NA,"Frekar vel",NA
"2047","Karl",34,5,"Mjög mikinn áhuga"," Mörgum","Frekar vel","Viðreisn"
"2048","Karl",31,4,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"2049","Karl",49,5,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2050","Karl",52,7,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2051","Karl",28,7,"Mikinn áhuga"," Mörgum",NA,"Viðreisn"
"2052","Karl",24,4,"Mikinn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"2053","Kona",70,6,"Nokkurn áhuga",NA,"Frekar illa",NA
"2054","Karl",54,5,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2055","Kona",52,6,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2056","Kona",53,4,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2057","Kona",68,4,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"2058","Kona",25,7,"Nokkurn áhuga","Fáum","Frekar illa","Píratar"
"2059","Karl",29,7,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2060","Karl",70,6,"Nokkurn áhuga"," Mörgum","Frekar vel",NA
"2061","Karl",21,1,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2062","Kona",44,1,"Lítinn áhuga","Fáum","Frekar vel",NA
"2063","Karl",37,5,"Nokkurn áhuga",NA,"Mjög vel","Sjálfstæðisflokkurinn"
"2064","Karl",34,7,"Mikinn áhuga",NA,"Mjög illa",NA
"2065","Kona",40,6,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"2066","Karl",48,6,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"2067","Kona",19,1,"Engan áhuga",NA,"Frekar vel",NA
"2068","Kona",67,6,"Mjög mikinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"2069","Kona",25,7,"Nokkurn áhuga","Fáum","Frekar illa","Píratar"
"2070","Karl",42,NA,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"2071","Kona",36,1,"Mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"2072","Karl",26,5,"Mikinn áhuga"," Mörgum","Mjög illa","Samfylkingin"
"2073","Kona",20,1,"Lítinn áhuga",NA,"Frekar illa",NA
